Value,Count
0,2.589091584930684
1,3.4507164335264844
2,3.50542062792166
3,2.0015592843260572
4,1.400750821873776
5,3.2815757414966846
6,4.082722251467471
7,3.867046764649699
8,1.7985108896313295
9,3.6079644832292943
10,2.3083022152253623
11,2.22481444273332
12,1.1356783939711395
13,3.745913433582836
14,3.5341257846653718
