Value,Count
0,1.8434911744384137
1,3.26737764978324
2,3.004060605741392
3,2.178181887090537
4,1.8367475793274022
5,2.719156710060727
6,1.8257919561396863
7,2.6097688310654306
8,3.1309185695489146
9,3.1664072880762606
10,3.3567927069320023
11,2.710980572001698
12,3.343267090592402
13,3.7080163716709933
14,3.4040104918024205
