Value,Count
0,0.0
1,1.247402597741954
2,0.0
3,0.0
4,1.3040782655458985
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,2.2214294033989295
12,0.0
13,0.0
14,1.994149974797557
