Value,Count
0,1.99704055933359
1,1.6418709441575352
2,2.2854220410157966
3,2.1756264745396137
4,1.521342362478364
5,1.716255589362346
6,2.060985077704979
7,1.817802342380948
8,3.9408703964025724
9,2.4592507689645053
10,1.9609975115763527
11,1.8959949072259468
12,1.5266618055988073
13,1.1316714233371017
14,1.5259503540874442
