Value,Count
0,0.0
1,0.3072683598607598
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,1.1571018330275575
11,0.0
12,0.0
13,0.0
14,0.0
