Value,Count
0,0.0
1,0.4578761710122845
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,1.2862794303084797
11,0.0
12,0.0
13,0.0
14,0.0
