Value,Count
0,1.4513341775402913
1,0.0
2,0.0
3,0.0
4,0.8954712346265851
5,0.0
6,0.0
7,0.0
8,0.0
9,0.9927744539878084
10,0.0
11,1.369326037507307
12,0.0
13,0.0
14,0.0
