Value,Count
0,0.0
1,0.5293608652873644
2,0.0
3,0.0
4,1.0532726175115779
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,1.9060143161260075
12,0.0
13,0.0
14,1.5921649929322044
