Value,Count
0,4.115580965555367
1,3.699787871845069
2,4.683473080162912
3,5.117696862593752
4,3.8818914163078118
5,4.9903572074719476
6,4.508160814167796
7,4.85123512818951
8,5.077679727533649
9,4.289954556338872
10,5.1759257323057675
11,4.553476484211818
12,4.78084853861749
13,4.766016307544516
14,4.156971967171581
