21,16,44,17,27,33,16,24,15,14
16,16,19,24,37,19,24,40,27,33
31,15,36,19,27,47,29,25,29,17
21,19,18,22,21,27,37,22,23,20
15,23,17,21,19,30,21,27,42,31
21,21,32,34,23,17,15,20,24,18
26,24,24,28,34,23,23,20,18,21
27,27,21,29,18,22,23,23,23,22
27,28,20,21,24,24,23,14,31,24
19,19,27,21,17,21,45,24,43,27
