52,53,37,62,43,48,39,64,43,33
60,41,47,45,42,40,59,45,60,38
36,51,31,32,47,52,35,57,61,40
39,66,50,38,35,38,42,39,34,36
36,36,42,39,100,65,49,42,50,45
42,75,33,54,72,47,43,54,68,100
40,56,49,46,55,90,59,83,55,39
83,70,68,72,100,69,54,100,71,54
61,94,100,68,55,100,77,100,63,70
100,100,100,100,87,100,100,75,92,81
