Value,Count
0,2.2276045184399362
1,0.0
2,0.0
3,0.1867091338688543
4,0.99819587904281
5,0.21389253048102683
6,0.16144054254182066
7,0.5574139655672001
8,1.7734776147378266
9,0.397241130754733
10,0.16866093149667025
11,1.4331174795378083
12,2.178704622847941
13,0.11236071009937676
14,2.5069803689310572
