Value,Count
0,1.3608340657282763
1,1.284353462021547
2,1.668207386990162
3,1.2207761440144091
4,1.4163716981480907
5,1.4972543749057272
6,2.0209975115763528
7,3.4331406700637714
8,1.8012355348273237
9,1.9291797423540755
10,1.8306803460248027
11,1.3259850611401591
12,1.951732297913125
13,1.884581319661356
14,4.142023936810699
