Value,Count
0,2.0308149968444074
1,2.309495840691327
2,3.026921968433561
3,2.1433428765074733
4,3.992306511505971
5,2.070312362023541
6,3.0828657162073583
7,4.093340486746995
8,3.572733173039992
9,2.339716510564499
10,1.8617310017581876
11,1.8926380011821737
12,3.6787582804794634
13,3.090707513420701
14,4.2504164876862545
