Value,Count
0,2.8141929984700336
1,1.9514263117561135
2,0.8153364160075756
3,2.809516276105856
4,2.804847595858047
5,2.4978688074254247
6,2.9122734658265688
7,2.3831635120288612
8,2.8631382510694867
9,2.271276611330451
10,1.7299604208401758
11,2.250188554963682
12,2.8010403461162316
13,2.4210996534692826
14,3.2224046017701067
